,passenger_count,distance,year,Month,Date,Day,Hour,Predicted_fare
99,1,1.2926258094467789,2014,6,14,5,13,2.4792013471548886
100,1,1.335395902778835,2014,6,14,5,13,2.517065605490853
101,1,0.8043163654388279,2014,6,14,5,13,2.0261488594465877
102,1,3.0819765369642456,2014,6,14,5,13,4.012270884277979
103,1,0.8110690978495864,2014,6,14,5,13,2.026489461112812
104,1,0.024819281875405615,2014,6,14,5,13,2.3710366676723025
105,1,0.4566495319939675,2014,6,14,5,13,1.7484921801084259
106,1,1.4039892969168697,2014,6,14,5,13,2.5251966302348405
107,1,1.2432850963071134,2014,6,14,5,13,2.4008625234354
108,1,1.4038779796486547,2014,6,14,5,13,2.5251966302348405
109,1,2.3567757938563627,2014,6,14,5,13,3.516429166024202
110,1,2.4824884965380885,2014,6,14,5,13,3.5120131668472765
111,1,1.9789819829284938,2014,6,14,5,13,2.9566665238625873
112,1,1.3330283656977182,2014,6,14,5,13,2.5082573952807086
113,1,1.216861050673006,2014,6,14,5,13,2.366027587939255
114,1,0.7689738829061002,2014,6,14,5,13,1.987387000262825
115,1,1.014611201997406,2014,6,14,5,13,2.3166283668664223
116,1,2.231505651755399,2014,6,14,5,13,3.29095711634095
117,1,1.3622262715972793,2014,6,14,5,13,2.5251966302348405
118,1,0.8832781620111055,2014,6,14,5,13,2.117732880492217
119,1,1.2901113738334011,2014,6,14,5,13,2.4792013471548886
120,1,1.2878169529909154,2014,6,14,5,13,2.4792013471548886
122,1,1.11743933964258,2014,6,14,5,13,2.3274344841191663
123,1,0.6916172867083872,2014,6,14,5,13,1.8996212521313562
124,1,0.8589100542276054,2014,6,14,5,13,2.117732880492217
125,1,0.4767985930197056,2014,6,14,5,13,1.7484921801084259
126,1,0.9515196835023585,2014,6,14,5,13,2.1906948479204345
127,1,1.4204891821611259,2014,6,14,5,13,2.5458572515144438
128,1,0.9869505335478926,2014,6,14,5,13,2.2462680963563115
129,1,1.904377077689031,2014,6,14,5,13,2.925830327055349
130,1,0.6726160254779273,2014,6,14,5,13,1.8925692895148016
131,1,0.2838597751333404,2014,6,14,5,13,1.7484921801084259
132,1,0.9173614371955866,2014,6,14,5,13,2.158988986888117
133,1,0.8283107859109382,2014,6,14,5,13,2.030339396972295
134,1,0.8654471694347114,2014,6,14,5,13,2.117732880492217
135,1,0.4605680680321244,2014,6,14,5,13,1.7484921801084259
136,1,1.4760861591499579,2014,6,14,5,13,2.6493450977463415
137,1,0.6657716009551268,2014,6,14,5,13,1.8925692895148016
138,1,2.1011617391351827,2014,6,14,5,13,2.993335193623918
139,1,1.0690355644167275,2014,6,14,5,13,2.315234106011421
140,1,0.479124367016176,2014,6,14,5,13,1.7484921801084259
141,1,1.1694396294400389,2014,6,14,5,13,2.3434481345466676
142,1,1.0960251496722229,2014,6,14,5,13,2.315234106011421
143,1,0.6044091777996995,2014,6,14,5,13,1.8520654597224253
144,1,0.7593250512484789,2014,6,14,5,13,1.987387000262825
145,1,1.2034551029186646,2014,6,14,5,13,2.366027587939255
146,1,1.3059270897840243,2014,6,14,5,13,2.4969586795510565
147,1,1.201529117373149,2014,6,14,5,13,2.3624636297579347
148,1,1.1132970302910232,2014,6,14,5,13,2.3274344841191663
149,1,0.6821461758562413,2014,6,14,5,13,1.8925692895148016
150,1,1.3737987614334832,2014,6,14,5,13,2.5251966302348405
151,1,1.1765276478216646,2014,6,14,5,13,2.3434481345466676
152,1,0.7895721996467179,2011,12,12,0,9,1.9137784752444813
153,1,0.5589600539422771,2011,12,12,0,9,1.7404606671647904
154,1,1.606117228872758,2011,12,12,0,9,2.4725549655297248
155,1,1.08193842808904,2011,12,12,0,9,2.156675257878388
156,1,1.0832135331894321,2011,12,12,0,9,2.156675257878388
157,1,2.1876627122020325,2013,6,27,3,0,3.215811689292695
158,1,1.4820718463112603,2013,6,27,3,0,2.5734243948617457
159,1,1.2496431048093994,2009,2,20,4,13,2.242707445659744
160,1,1.7036388181797668,2009,2,20,4,13,2.5801149769567706
161,1,0.8818522412696845,2009,2,20,4,13,1.9778881481940416
162,1,2.387608159206045,2010,8,22,6,21,3.237712841831866
163,1,2.014066736991901,2010,8,22,6,21,2.8047402776799584
164,1,0.5047855241179792,2010,8,22,6,21,1.6838782439611015
165,1,1.3175682498138466,2010,8,22,6,21,2.280378270454947
166,1,0.2545621830244579,2012,8,6,0,8,1.7258657342938533
167,1,1.9507818195232738,2012,8,6,0,8,2.8147989202096464
168,1,0.6754631759801983,2013,11,4,0,8,1.8925692895148016
169,1,1.2618422755440235,2013,11,4,0,8,2.3924500704602663
170,1,1.222377946776041,2013,11,4,0,8,2.379271267606301
171,1,1.2422780716556365,2011,6,24,4,20,2.2310832069160695
172,1,2.274329512883105,2011,6,24,4,20,3.131122573843329
173,1,0.9449357332255593,2011,3,28,0,20,1.9725749054677826
174,1,0.2479775799134042,2011,3,28,0,20,1.674976231052436
175,1,1.289980996946016,2011,3,28,0,20,2.236153470434658
176,1,0.9109856903119877,2011,8,14,6,20,1.973611169726264
177,1,1.0884080355977352,2011,8,14,6,20,2.144733622004371
178,1,2.272932538566068,2011,8,14,6,20,3.1269944446226576
179,1,1.127828891758909,2011,8,14,6,20,2.171253528154303
180,1,1.9541781061082997,2015,2,21,5,15,2.9566665238625873
181,1,1.1115321865917975,2015,2,21,5,15,2.3247066993173373
182,1,1.8423427539841777,2015,2,21,5,15,2.8907495788936037
183,1,1.139589902111238,2015,2,21,5,15,2.325753550391108
184,1,1.2447191677339646,2013,1,29,1,11,2.3955977991295128
185,1,1.153909580363733,2014,9,12,4,19,2.3380812326309406
186,1,1.0158273446550432,2013,11,9,5,18,2.249669578282019
187,1,1.4657324796275113,2013,11,9,5,18,2.6078917189785313
188,1,3.0548395996591227,2013,4,25,3,16,4.015470898467508
189,1,0.8642683957345022,2013,4,25,3,16,2.1232401447595475
190,1,1.0962181447522774,2013,9,7,5,14,2.3099693817055345
191,1,1.099397280569245,2013,9,7,5,14,2.3144371406994155
192,1,0.6500499334995442,2013,9,7,5,14,1.876717024221288
193,1,0.7912242776296996,2011,5,21,5,13,1.8430863007293787
194,1,0.8295724475045498,2011,5,21,5,13,1.9521312614342299
195,1,1.3093767940707448,2011,5,21,5,13,2.2734463011954897
196,1,0.8683449979211673,2011,11,25,4,16,1.9724638282543785
197,1,1.575993124698039,2011,11,25,4,16,2.4851721188950715
198,1,0.660790875055436,2015,1,31,5,20,1.9083389833490334
199,1,1.1295680736250175,2010,11,1,0,23,2.176600182739177
200,1,1.4072549044875207,2010,11,1,0,23,2.475468323613861
201,1,1.47549048616148,2010,11,1,0,23,2.4883606928487163
202,1,0.26189286886479674,2011,3,24,3,15,1.674976231052436
203,1,1.0410297721881185,2011,3,24,3,15,2.0553225555935475
204,1,0.8052363356798066,2010,5,10,0,10,1.8777294761286711
205,1,0.6225815758067444,2010,5,10,0,10,1.7942481221603457
206,1,1.2343329427509837,2010,5,10,0,10,2.218563377288705
207,1,1.354417396797638,2010,5,10,0,10,2.2586893053718975
208,1,1.0562976202006091,2012,6,9,5,16,2.1365737710614914
209,1,2.0738979974412133,2012,8,22,2,22,2.880922408040376
210,1,0.7720199820262983,2012,8,22,2,22,1.9138247754798328
211,1,1.796975709551278,2012,12,23,6,2,2.689118431468904
212,1,1.619041597230244,2012,6,30,5,15,2.5229418625036244
213,1,0.9980171418165354,2012,6,30,5,15,2.0778783316465184
214,1,1.6239633206209643,2012,6,30,5,15,2.5206881790921414
215,1,0.9041070802188826,2012,6,30,5,15,2.0562245731331736
216,1,1.8260244873095446,2011,10,2,6,23,2.6690859889774705
217,1,1.9258168508276017,2011,10,2,6,23,2.7618765269650187
218,1,1.8734105012564943,2011,10,2,6,23,2.70305040513046
219,1,0.3661106916496725,2011,10,2,6,23,1.6838782439611015
220,1,1.7035596533823403,2011,10,2,6,23,2.5784407915981316
221,1,0.38903170619622685,2011,10,2,6,23,1.6838782439611015
222,1,1.7539936234842963,2011,10,2,6,23,2.599731510264607
223,1,2.4732749108562406,2011,10,2,6,23,3.25396333211536
224,1,1.520642513643995,2011,10,2,6,23,2.435075272251865
225,1,1.019926246683109,2011,10,2,6,23,2.0527275879226146
226,1,1.030237669332543,2011,10,2,6,23,2.064835827100827
227,1,1.2359062477740226,2011,10,2,6,23,2.2143337873580347
228,1,0.7981622128271441,2011,10,2,6,23,1.9095767881344565
229,1,0.9872100995999171,2011,10,2,6,23,2.0468387375868846
230,1,0.7822095355835429,2011,10,2,6,23,1.9047872345842753
231,1,1.382722464870669,2011,10,2,6,23,2.2911572185132187
232,1,1.240847275220695,2011,10,2,6,23,2.2133941812844227
233,1,2.3229958033068816,2011,10,2,6,23,3.147161608457803
234,1,1.5599941199939302,2011,10,2,6,23,2.445770205205896
235,1,0.9590569145159936,2011,10,2,6,23,1.9936408727106472
236,1,0.7470919337169866,2011,10,2,6,23,1.8943897432119152
237,1,1.4276158805955401,2011,10,2,6,23,2.40220686300418
238,1,1.3376669176761184,2011,10,2,6,23,2.2798317515391315
239,1,1.6762651253515748,2011,10,2,6,23,2.5784407915981316
240,1,1.5501431175579823,2011,10,2,6,23,2.445770205205896
241,1,1.0926668901028223,2011,10,2,6,23,2.156675257878388
242,1,0.7448195535606612,2011,10,2,6,23,1.8943897432119152
243,1,0.9780817528570781,2011,10,2,6,23,2.0289605543755433
244,1,1.3223395806109235,2011,10,2,6,23,2.2798317515391315
245,1,1.8592973056893156,2011,10,2,6,23,2.70305040513046
246,1,1.5116080814427308,2011,10,2,6,23,2.435075272251865
247,1,2.3848825093707946,2011,10,2,6,23,3.224249116748553
248,1,3.150357954371196,2011,10,2,6,23,3.9678699005733646
249,1,1.2565256403999274,2011,10,2,6,23,2.2133941812844227
250,1,1.33856230538202,2011,10,2,6,23,2.2798317515391315
251,1,2.281290268358399,2011,10,2,6,23,3.142585771852128
252,1,2.2193882883719254,2011,10,2,6,23,3.0800631669072116
253,1,1.4325098819256412,2011,10,2,6,23,2.40220686300418
254,1,2.088492544265322,2011,10,2,6,23,2.981324325323673
255,1,2.145269769086827,2011,10,2,6,23,3.013498177830441
256,1,1.2597371216751778,2011,10,2,6,23,2.2133941812844227
257,1,1.9738094594024198,2011,10,2,6,23,2.791199116510769
258,1,1.4370294740261247,2011,10,2,6,23,2.40220686300418
259,1,2.242698481843112,2011,10,2,6,23,3.0917239576571727
260,1,1.4055788807197085,2011,10,2,6,23,2.4162402158349026
261,1,1.7643535087619622,2011,10,2,6,23,2.599731510264607
262,1,2.6821389419467767,2011,10,2,6,23,3.3125707961064745
263,1,1.8083767349715862,2011,10,2,6,23,2.6318100789107404
264,1,2.062872615427204,2011,10,2,6,23,2.8822618997402043
265,1,1.113567621238793,2011,10,2,6,23,2.153317687119744
266,1,1.977738364096435,2011,10,2,6,23,2.791199116510769
267,1,2.2520111056360457,2011,10,2,6,23,3.1236366154458275
268,1,3.044028287265168,2011,10,2,6,23,3.9678699005733646
269,1,1.3704298353927222,2011,10,2,6,23,2.2835559689453464
270,1,0.26457448824446833,2011,10,2,6,23,1.674976231052436
271,1,0.5425983778264357,2011,10,2,6,23,1.7133643321046061
272,1,1.4613185444528873,2013,3,21,3,12,2.6236261077394967
273,1,1.2538621678948327,2013,3,21,3,12,2.3955977991295128
274,1,1.4892342340880123,2013,3,21,3,12,2.641385646267692
275,1,0.8675960729639212,2013,3,21,3,12,2.1232401447595475
276,1,0.8894555370464655,2013,3,21,3,12,2.132889878137064
277,1,1.9478239514912772,2013,6,7,4,3,3.006366782958835
278,1,1.0169327987111805,2013,6,7,4,3,2.1263261316894884
280,1,1.2060771250431275,2013,7,12,4,23,2.291473634675023
281,1,2.232352047514618,2009,12,3,3,2,3.094271778143794
282,1,0.8086480415168213,2009,10,15,3,3,1.8810128247175657
283,1,2.283339848739581,2011,9,25,6,22,3.1321712219799513
284,1,1.516657764384648,2011,9,25,6,22,2.4566050660197294
285,1,1.2729365697490065,2015,6,8,0,20,2.398855439708314
286,1,1.332188774154475,2014,7,16,2,8,2.504382887437967
287,1,1.5808567787917294,2014,7,16,2,8,2.642593773525937
288,1,1.2135567064612804,2011,12,15,3,13,2.2377504699819606
289,1,0.6502923389008972,2011,12,15,3,13,1.8448218746773077
290,1,1.9541281477569363,2011,10,11,1,22,2.777772818488805
291,1,1.3590706573914424,2011,10,11,1,22,2.279428673605148
292,1,1.1471834245286863,2011,10,11,1,22,2.1810368058665524
293,1,1.2583367259171456,2013,9,14,5,16,2.3935476015535766
294,1,1.3075078741322947,2013,9,14,5,16,2.49511295766564
295,1,0.6739791108276342,2014,2,6,3,9,1.8925692895148016
296,1,0.7248231887227486,2014,2,6,3,9,1.9995839425362278
297,1,0.5678477958131177,2014,2,6,3,9,1.8193302089919348
298,1,2.5446163602298872,2009,6,10,2,16,3.361365971569428
299,1,0.5661615817595257,2009,6,10,2,16,1.7512899853571788
300,1,1.1552322970194668,2009,6,10,2,16,2.182089026967485
301,1,3.029875765994725,2009,6,10,2,16,3.9085771324295195
302,1,1.5153789317984887,2009,6,10,2,16,2.432599952579111
303,1,2.627666259372598,2009,6,10,2,16,3.36930049640674
304,1,1.0459424221673075,2009,6,10,2,16,2.0656792931033214
305,1,0.18634796229554024,2009,6,10,2,16,1.6704831582987447
306,1,1.3230432369727108,2009,6,10,2,16,2.2776005141180424
307,1,1.433011554265337,2009,6,10,2,16,2.4031052265501787
308,1,0.9476869062451557,2009,6,10,2,16,1.9878086450704844
309,1,0.24245065281721317,2009,6,10,2,16,1.6522466247928689
310,1,0.4833198723106985,2009,6,10,2,16,1.661148637701534
311,1,1.0125538918641803,2009,6,10,2,16,2.0511511322448452
312,1,1.3897354624750358,2009,6,10,2,16,2.293835391632849
313,1,0.6442085339408176,2009,6,10,2,16,1.8214441638690448
314,1,1.1348413102205028,2009,6,10,2,16,2.171253528154303
315,1,0.656943771901183,2009,6,10,2,16,1.9534425627384218
316,1,1.0179315437303493,2009,6,10,2,16,2.057039982580575
317,1,1.3592126280678858,2009,6,10,2,16,2.286234142064977
319,1,1.6315325486241836,2009,6,10,2,16,2.513192562609035
320,1,0.8132419911128833,2009,6,10,2,16,1.9408147272013236
321,1,0.13224091822158263,2009,6,10,2,16,2.0850600775808115
322,1,1.0535824970184067,2009,6,10,2,16,2.083920316246146
323,1,1.1713782903821761,2009,6,10,2,16,2.182089026967485
324,1,1.4101827016577275,2009,6,10,2,16,2.4031052265501787
325,1,1.5641138641730228,2009,6,10,2,16,2.44214248206025
326,1,1.226533840847865,2009,6,10,2,16,2.2249762184506157
327,1,1.1079721397094653,2009,6,10,2,16,2.141376051245727
328,1,0.5634736233214742,2009,6,10,2,16,1.7512899853571788
329,1,2.7847671056558796,2009,6,10,2,16,3.615465480195794
330,1,1.349982217998339,2009,6,10,2,16,2.286234142064977
331,1,2.3942959932521677,2009,6,10,2,16,3.361365971569428
332,1,1.0439026638953983,2009,6,10,2,16,2.0613929803612687
333,1,0.7558441580669474,2009,6,10,2,16,1.8527005305398763
334,1,0.8536748627384504,2009,6,10,2,16,1.9765594782355411
335,1,0.8784443195415989,2009,6,10,2,16,2.006438157060105
336,1,1.746106683442508,2009,6,10,2,16,2.59658565948233
337,1,0.7861104012372137,2009,6,10,2,16,1.8602680601711643
338,1,2.335413025978071,2009,6,10,2,16,3.26877176208262
339,1,1.0328332769566653,2009,6,10,2,16,2.0613929803612687
340,1,1.1875265994078374,2009,6,10,2,16,2.1828719193277246
341,1,2.001007926748734,2009,6,10,2,16,2.8108529417746366
342,1,1.4752927290136941,2009,6,10,2,16,2.405654632004286
343,1,1.0985587768657195,2009,6,10,2,16,2.144733622004371
344,1,1.5514299761533632,2009,6,10,2,16,2.44214248206025
345,1,0.7084598344846165,2009,6,10,2,16,1.8351981976385987
346,1,0.6475545307558788,2009,6,10,2,16,1.8214441638690448
347,1,0.6270328943042747,2009,6,10,2,16,1.8150813513877766
348,1,0.25891824104611216,2009,6,10,2,16,1.6522466247928689
349,1,1.2078791952107633,2009,6,10,2,16,2.2249762184506157
350,1,1.3045690891712158,2009,6,10,2,16,2.2769018302951833
351,1,2.221783726920053,2009,6,10,2,16,3.12032704592866
352,1,0.0014846677684609718,2009,6,10,2,16,2.4042365077655736
353,1,1.6843402874496542,2009,6,10,2,16,2.5737489852744333
354,1,0.5686016601475679,2009,6,10,2,16,1.7512899853571788
355,1,1.1278189290079332,2009,6,10,2,16,2.171253528154303
356,1,2.2778769410898305,2009,6,10,2,16,3.2098419684685564
357,1,0.6174180414143089,2009,6,10,2,16,1.8025633387900333
358,1,1.970805705698548,2009,6,10,2,16,2.772060323223084
359,1,2.133816075051867,2009,6,10,2,16,2.9617363438253252
360,1,0.3573145788741442,2009,6,10,2,16,1.661148637701534
361,1,0.7246183152742667,2009,6,10,2,16,1.8527005305398763
362,1,0.9450905072431156,2009,6,10,2,16,1.9816520057081726
363,1,0.7343184843355263,2009,6,10,2,16,1.8527005305398763
364,1,1.5486194805323519,2009,6,10,2,16,2.44214248206025
365,1,1.544978547471845,2009,6,10,2,16,2.467797798197932
366,1,0.7961776833333816,2009,6,10,2,16,1.8650576137213455
367,1,1.4411967354816506,2009,6,10,2,16,2.4031052265501787
368,1,1.2124749359831517,2009,6,10,2,16,2.2249762184506157
369,1,1.6914261195666755,2009,6,10,2,16,2.5802713571844906
370,1,1.593041950238871,2009,6,10,2,16,2.4482665745246384
371,1,0.9320853692059866,2009,6,10,2,16,1.9816520057081726
372,1,1.5928011993147155,2009,6,10,2,16,2.4482665745246384
373,1,0.6577970171782576,2009,6,10,2,16,1.9534425627384218
374,1,0.5179775051185882,2009,6,10,2,16,1.7115187990055352
375,1,0.49988111595359525,2009,6,10,2,16,1.661148637701534
376,1,1.0792248619020075,2009,6,10,2,16,2.144733622004371
377,1,0.8156618766657265,2009,6,10,2,16,1.963401165941292
378,1,0.8994501908606014,2009,6,10,2,16,1.9816520057081726
379,1,0.9912617598695052,2009,6,10,2,16,2.0511511322448452
380,1,0.7494478975175528,2009,6,10,2,16,1.8527005305398763
381,1,0.9904264119335475,2009,6,10,2,16,2.0511511322448452
382,1,1.0364706656033034,2009,6,10,2,16,2.0613929803612687
383,1,1.2174857999097028,2009,6,10,2,16,2.2249762184506157
384,1,0.8011475167951604,2009,6,10,2,16,1.8650576137213455
385,1,1.1001928529821634,2009,6,10,2,16,2.144733622004371
386,1,0.7152682357862353,2009,6,10,2,16,1.8409991269059232
387,1,0.9797624363142933,2009,6,10,2,16,2.0369183738035956
388,1,2.084372379473594,2009,6,10,2,16,2.867880077038675
389,1,0.8564056959252947,2009,6,10,2,16,1.9765594782355411
390,1,1.110755330012815,2009,6,10,2,16,2.141376051245727
391,1,1.4673064235542455,2009,6,10,2,16,2.40075462081427
392,1,1.1637259738804007,2009,6,10,2,16,2.182089026967485
393,1,1.0570576103671603,2009,6,10,2,16,2.0903153713221285
394,1,1.4023929609813883,2009,6,10,2,16,2.384293003321214
395,1,0.733871583008361,2009,6,10,2,16,1.8527005305398763
396,1,1.9332978224000912,2009,6,10,2,16,2.7486354805706856
397,1,1.0021323849741588,2009,6,10,2,16,2.0511511322448452
398,1,2.071794487794146,2009,6,10,2,16,2.8601327100987595
399,1,1.1996366342495672,2009,6,10,2,16,2.1926478006743984
400,1,0.4617341949910247,2013,6,26,2,11,1.7484921801084259
401,1,0.43078510334855763,2014,9,5,4,10,1.7484921801084259
402,1,0.9824283856518012,2014,9,5,4,10,2.2480654126360067
403,1,2.3421844663923768,2014,9,5,4,10,3.472779258049684
404,1,1.0541882947454564,2014,9,5,4,10,2.317089004042452
405,1,1.1471852327494714,2012,9,19,2,12,2.2207502573350295
406,1,0.814092501208613,2012,9,19,2,12,1.9979483623144965
407,1,2.182011876291161,2009,3,22,6,4,2.9002525377859176
408,1,2.35281096830942,2009,8,27,3,2,3.1813431286942544
409,1,1.5045407884061859,2009,5,2,5,20,2.399492883386793
410,1,1.3121825859370606,2009,5,2,5,20,2.27315777667735
411,1,1.1731428774695518,2011,2,20,6,2,2.1173662324969635
412,1,2.3612574079253945,2011,2,20,6,2,3.216849900059345
413,1,0.7359563633964848,2011,6,24,4,12,1.8527005305398763
414,1,1.6488859934606763,2011,6,24,4,12,2.5384033616340056
415,1,1.600871642796942,2011,6,24,4,12,2.493458883340105
416,1,0.7955305138459148,2011,6,24,4,12,1.8731411269384823
418,1,1.1749446242457833,2011,6,24,4,12,2.1828719193277246
419,1,1.6692571218266488,2011,6,24,4,12,2.5683460670099425
420,1,0.5354698656568994,2011,6,24,4,12,1.7133643321046061
421,1,0.7749514024901052,2011,6,24,4,12,1.8683515733883012
422,1,0.6813256456194529,2011,6,24,4,12,1.847723040913507
424,1,1.0310558024049845,2011,6,24,4,12,2.0613929803612687
425,1,2.0098369894119323,2011,6,24,4,12,2.8047402776799584
426,1,0.5058994145194461,2011,6,24,4,12,1.6885942545648056
427,1,0.36321459094216585,2011,6,24,4,12,1.6838782439611015
428,1,0.3410456309567448,2011,6,24,4,12,1.6838782439611015
429,1,1.0225064203244842,2011,6,24,4,12,2.057039982580575
430,1,0.9151719925718036,2011,6,24,4,12,1.9828852687798506
431,1,0.8539570298911761,2011,6,24,4,12,1.9777927413072194
432,1,1.0615952818974799,2011,6,24,4,12,2.1027309107605183
433,1,1.5453625935737834,2011,6,24,4,12,2.5595914624772207
